Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Small Business,Canada, Amarilla , High ,888, $260.00 , $300.00 ," $2,66,400.00 "," $2,29,104.00 "," $2,22,000.00 ","7,104.00",01-03-2014,3, March ,2014
Enterprise,United States of America, Amarilla , High ,2844, $260.00 , $125.00 ," $3,55,500.00 "," $3,05,730.00 "," $3,41,280.00 ","-35,550.00",01-05-2014,5, May ,2014
Channel Partners,France, Amarilla , High ,2475, $260.00 , $12.00 ," $29,700.00 "," $25,542.00 "," $7,425.00 ","18,117.00",01-08-2014,8, August ,2014
Midmarket,Canada, Amarilla , High ,1743, $260.00 , $15.00 ," $26,145.00 "," $22,484.70 "," $17,430.00 ","50,547.00",01-10-2013,10, October ,2013
Channel Partners,United States of America, Amarilla , High ,2914, $260.00 , $12.00 ," $34,968.00 "," $30,072.48 "," $8,742.00 ","21,33,048.00",01-10-2014,10, October ,2014
Government,France, Amarilla , High ,1731, $260.00 , $7.00 ," $12,117.00 "," $10,420.62 "," $8,655.00 ","1,76,562.00",01-10-2014,10, October ,2014
Government,Mexico, Amarilla , High ,1727, $260.00 , $7.00 ," $12,089.00 "," $10,396.54 "," $8,635.00 ","1,76,154.00",01-10-2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ,1870, $260.00 , $15.00 ," $28,050.00 "," $24,123.00 "," $18,700.00 ","5,423.00",01-11-2013,11, November ,2013
Enterprise,France, Carretera , High ,1174, $3.00 , $125.00 ," $1,46,750.00 "," $1,24,737.50 "," $1,40,880.00 ","-1,61,425.00",01-08-2014,8, August ,2014
Enterprise,Germany, Carretera , High ,2767, $3.00 , $125.00 ," $3,45,875.00 "," $2,93,993.75 "," $3,32,040.00 ","-38,04,625.00",01-08-2014,8, August ,2014
Enterprise,Germany, Carretera , High ,1085, $3.00 , $125.00 ," $1,35,625.00 "," $1,15,281.25 "," $1,30,200.00 ","-14,91,875.00",01-10-2014,10, October ,2014
Small Business,Mexico, Montana , High ,546, $5.00 , $300.00 ," $1,63,800.00 "," $1,39,230.00 "," $1,36,500.00 ","2,730.00",01-10-2014,10, October ,2014
Government,Germany, Paseo , High ,1158, $10.00 , $20.00 ," $23,160.00 "," $19,686.00 "," $11,580.00 ","8,106.00",01-03-2014,3, March ,2014
Midmarket,Canada, Paseo , High ,1614, $10.00 , $15.00 ," $24,210.00 "," $20,578.50 "," $16,140.00 ","44,385.00",01-04-2014,4, April ,2014
Government,Mexico, Paseo , High ,2535, $10.00 , $7.00 ," $17,745.00 "," $15,083.25 "," $12,675.00 ","2,40,825.00",01-04-2014,4, April ,2014
Government,Mexico, Paseo , High ,2851, $10.00 , $350.00 ," $9,97,850.00 "," $8,48,172.50 "," $7,41,260.00 ","10,69,125.00",01-05-2014,5, May ,2014
Midmarket,Canada, Paseo , High ,2559, $10.00 , $15.00 ," $38,385.00 "," $32,627.25 "," $25,590.00 ","7,03,725.00",01-08-2014,8, August ,2014
Government,United States of America, Paseo , High ,267, $10.00 , $20.00 ," $5,340.00 "," $4,539.00 "," $2,670.00 ","1,869.00",01-10-2013,10, October ,2013
Enterprise,Germany, Paseo , High ,1085, $10.00 , $125.00 ," $1,35,625.00 "," $1,15,281.25 "," $1,30,200.00 ","-14,91,875.00",01-10-2014,10, October ,2014
Midmarket,Germany, Paseo , High ,1175, $10.00 , $15.00 ," $17,625.00 "," $14,981.25 "," $11,750.00 ","3,23,125.00",01-10-2014,10, October ,2014
Government,United States of America, Paseo , High ,2007, $10.00 , $350.00 ," $7,02,450.00 "," $5,97,082.50 "," $5,21,820.00 ","7,52,625.00",01-11-2013,11, November ,2013
Government,Mexico, Paseo , High ,2151, $10.00 , $350.00 ," $7,52,850.00 "," $6,39,922.50 "," $5,59,260.00 ","8,06,625.00",01-11-2013,11, November ,2013
Channel Partners,United States of America, Paseo , High ,914, $10.00 , $12.00 ," $10,968.00 "," $9,322.80 "," $2,742.00 ","65,808.00",01-12-2014,12, December ,2014
Government,France, Paseo , High ,293, $10.00 , $20.00 ," $5,860.00 "," $4,981.00 "," $2,930.00 ","2,051.00",01-12-2014,12, December ,2014
Channel Partners,Mexico, Velo , High ,500, $120.00 , $12.00 ," $6,000.00 "," $5,100.00 "," $1,500.00 ","3,600.00",01-03-2014,3, March ,2014
Midmarket,France, Velo , High ,2826, $120.00 , $15.00 ," $42,390.00 "," $36,031.50 "," $28,260.00 ","77,715.00",01-05-2014,5, May ,2014
Enterprise,France, Velo , High ,663, $120.00 , $125.00 ," $82,875.00 "," $70,443.75 "," $79,560.00 ","-9,11,625.00",01-09-2014,9, September ,2014
Small Business,United States of America, Velo , High ,2574, $120.00 , $300.00 ," $7,72,200.00 "," $6,56,370.00 "," $6,43,500.00 ","12,870.00",01-11-2013,11, November ,2013
Enterprise,United States of America, Velo , High ,2438, $120.00 , $125.00 ," $3,04,750.00 "," $2,59,037.50 "," $2,92,560.00 ","-3,35,225.00",01-12-2013,12, December ,2013
Channel Partners,United States of America, Velo , High ,914, $120.00 , $12.00 ," $10,968.00 "," $9,322.80 "," $2,742.00 ","65,808.00",01-12-2014,12, December ,2014
Government,Canada, VTT , High ,865.5, $250.00 , $20.00 ," $17,310.00 "," $14,713.50 "," $8,655.00 ","60,585.00",01-07-2014,7, July ,2014
Midmarket,Germany, VTT , High ,492, $250.00 , $15.00 ," $7,380.00 "," $6,273.00 "," $4,920.00 ","1,353.00",01-07-2014,7, July ,2014
Government,United States of America, VTT , High ,267, $250.00 , $20.00 ," $5,340.00 "," $4,539.00 "," $2,670.00 ","1,869.00",01-10-2013,10, October ,2013
Midmarket,Germany, VTT , High ,1175, $250.00 , $15.00 ," $17,625.00 "," $14,981.25 "," $11,750.00 ","3,23,125.00",01-10-2014,10, October ,2014
Enterprise,Canada, VTT , High ,2954, $250.00 , $125.00 ," $3,69,250.00 "," $3,13,862.50 "," $3,54,480.00 ","-4,06,175.00",01-11-2013,11, November ,2013
Enterprise,Germany, VTT , High ,552, $250.00 , $125.00 ," $69,000.00 "," $58,650.00 "," $66,240.00 ","-7,590.00",01-11-2014,11, November ,2014
Government,France, VTT , High ,293, $250.00 , $20.00 ," $5,860.00 "," $4,981.00 "," $2,930.00 ","2,051.00",01-12-2014,12, December ,2014
Small Business,France, Amarilla , High ,2475, $260.00 , $300.00 ," $7,42,500.00 "," $6,31,125.00 "," $6,18,750.00 ","12,375.00",01-03-2014,3, March ,2014
Small Business,Mexico, Amarilla , High ,546, $260.00 , $300.00 ," $1,63,800.00 "," $1,39,230.00 "," $1,36,500.00 ","2,730.00",01-10-2014,10, October ,2014
Government,Mexico, Montana , High ,1368, $5.00 , $7.00 ," $9,576.00 "," $8,139.60 "," $6,840.00 ","12,996.00",01-02-2014,2, February ,2014
Government,Canada, Paseo , High ,723, $10.00 , $7.00 ," $5,061.00 "," $4,301.85 "," $3,615.00 ",68685,01-04-2014,4, April ,2014
Channel Partners,United States of America, VTT , High ,1806, $250.00 , $12.00 ," $21,672.00 "," $18,421.20 "," $5,418.00 ","1,30,032.00",01-05-2014,5, May ,2014
